openalex_id,title,authors,publication_year,doi,abstract,cited_by_count,source_name,landing_page_url,keyword,retrieved_at,run_id,baseline_preliminary_score,title_relevance_score,abstract_relevance_score,combined_relevance_score,stage1_relevance_level,stage2_ranking_score,old_rank,new_rank
https://openalex.org/W3161623437,Stellar Spectra Models Classification and Parameter Estimation Using Machine Learning Algorithms,Miguel Flores R.; L. J. Corral; C. Fierro,2021,10.48550/arxiv.2105.07110,"The growth of sky surveys and the large amount of stellar spectra in the current databases, has generated the necessity of developing new methods to estimate atmospheric parameters, a fundamental task on stellar research. In this work we present a comparison of different machine learning algorithms, using for the classification of stellar synthetic spectra and the estimation of fundamental stellar parameters included T_eff(K), log(L/Lo), log g, M/Mo, and Vrot. For both tasks, we established a group of supervised learning models, and propose a database of measures with the same structure to train the algorithms. This data includes equivalent-width types measurements over noisy synthetic spectra in order to replicate the natural noise on a real observed spectrum. Different levels of signal to noise ratio are considered for this analysis.",6,arXiv (Cornell University),http://arxiv.org/abs/2105.07110,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.6498,0.6213,0.1773,0.4881,high,0.4772,1,1
https://openalex.org/W2032231736,Estimation of stellar atmospheric parameters from SDSS/SEGUE spectra,P. Re Fiorentin; C. A. L. Bailer‐Jones; Young Sun Lee; Timothy C. Beers; T. Sivarani; Ronald Wilhelm; Carlos Allende Prieto; John E. Norris,2007,10.1051/0004-6361:20077334,"We present techniques for the estimation of stellar atmospheric parameters (Teff, , [Fe/H]) for stars from the SDSS/SEGUE survey. The atmospheric parameters are derived from the observed medium-resolution () stellar spectra using non-linear regression models trained either on (1) pre-classified observed data or (2) synthetic stellar spectra. In the first case we use our models to automate and generalize parametrization produced by a preliminary version of the SDSS/SEGUE Spectroscopic Parameter Pipeline (SSPP). In the second case we directly model the mapping between synthetic spectra (derived from Kurucz model atmospheres) and the atmospheric parameters, independently of any intermediate estimates. After training, we apply our models to various samples of SDSS spectra to derive atmospheric parameters, and compare our results with those obtained previously by the SSPP for the same samples. We obtain consistency between the two approaches, with RMS deviations on the order of 150 K in Teff, 0.35 dex in , and 0.22 dex in [Fe/H]. The models are applied to pre-processed spectra, either via Principal Component Analysis (PCA) or a Wavelength Range Selection (WRS) method, which employs a subset of the full 3850–9000 Åspectral range. This is both for computational reasons (robustness and speed), and because it delivers higher accuracy (better generalization of what the models have learned). Broadly speaking, the PCA is demonstrated to deliver more accurate atmospheric parameters when the training data are the actual SDSS spectra with previously estimated parameters, whereas WRS appears superior for the estimation of via synthetic templates, especially for lower signal-to-noise spectra. From a subsample of some 19 000 stars with previous determinations of the atmospheric parameters, the accuracies of our predictions (mean absolute errors) for each parameter are Teff to 170/170 K, to 0.36/0.45 dex, and [Fe/H] to 0.19/0.26 dex, for methods (1) and (2), respectively. We measure the intrinsic errors of our models by training on synthetic spectra and evaluating their performance on an independent set of synthetic spectra. This yields RMS accuracies of 50 K, 0.02 dex, and 0.03 dex on Teff, , and [Fe/H], respectively. Our approach can be readily deployed in an automated analysis pipeline, and can easily be retrained as improved stellar models and synthetic spectra become available. We nonetheless emphasise that this approach relies on an accurate calibration and pre-processing of the data (to minimize mismatch between the real and synthetic data), as well as sensible choices concerning feature selection. From an analysis of cluster candidates with available SDSS spectroscopy (M 15, M 13, M 2, and NGC 2420), and assuming the age, metallicity, and distances given in the literature are correct, we find evidence for small systematic offsets in Teff and/or for the parameter estimates from the model trained on real data with the SSPP. Thus, this model turns out to derive more precise, but less accurate, atmospheric parameters than the model trained on synthetic data.",94,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361:20077334,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.4833,0.3027,0.1316,0.2513,high,0.3617,19,2
https://openalex.org/W4224036191,Estimation of Stellar Atmospheric Parameters from LAMOST DR8 Low-resolution Spectra with 20 ≤ S/N &lt; 30,Xiangru Li; Zhu Wang; Si Zeng; Caixiu Liao; Bing Du; Xiao Kong; Haining Li,2022,10.1088/1674-4527/ac65e7,"Abstract The accuracy of the estimated stellar atmospheric parameter evidently decreases with the decreasing of spectral signal-to-noise ratio (S/N) and there are a huge amount of this kind observations, especially in case of S/N &lt; 30. Therefore, it is helpful to improve the parameter estimation performance for these spectra and this work studied the ( T eff , log g , [Fe/H]) estimation problem for LAMOST DR8 low-resolution spectra with 20 ≤ S/N &lt; 30. We proposed a data-driven method based on machine learning techniques. First, this scheme detected stellar atmospheric parameter-sensitive features from spectra by the Least Absolute Shrinkage and Selection Operator (LASSO), rejected ineffective data components and irrelevant data. Second, a Multi-layer Perceptron (MLP) method was used to estimate stellar atmospheric parameters from the LASSO features. Finally, the performance of the LASSO-MLP was evaluated by computing and analyzing the consistency between its estimation and the reference from the Apache Point Observatory Galactic Evolution Experiment high-resolution spectra. Experiments show that the Mean Absolute Errors of T eff , log g , [Fe/H] are reduced from the LASP (137.6 K, 0.195, 0.091 dex) to LASSO-MLP (84.32 K, 0.137, 0.063 dex), which indicate evident improvements on stellar atmospheric parameter estimation. In addition, this work estimated the stellar atmospheric parameters for 1,162,760 low-resolution spectra with 20 ≤ S/N &lt; 30 from LAMOST DR8 using LASSO-MLP, and released the estimation catalog, learned model, experimental code, trained model, training data and test data for scientific exploration and algorithm study.",7,Research in Astronomy and Astrophysics,https://doi.org/10.1088/1674-4527/ac65e7,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5545,0.1959,0.2675,0.2174,high,0.3608,4,3
https://openalex.org/W2316951457,Stellar atmospheric parameter estimation using Gaussian process regression,Yude Bu; Jingchang Pan,2014,10.1093/mnras/stu2063,"As is well known, it is necessary to derive stellar parameters from massive amounts of spectral data automatically and efficiently. However, in traditional automatic methods such as artificial neural networks (ANNs) and kernel regression (KR), it is often difficult to optimize the algorithm structure and determine the optimal algorithm parameters. Gaussian process regression (GPR) is a recently developed method that has been proven to be capable of overcoming these difficulties. Here we apply GPR to derive stellar atmospheric parameters from spectra. Through evaluating the performance of GPR on Sloan Digital Sky Survey (SDSS) spectra, Medium resolution Isaac Newton Telescope Library of Empirical Spectra (MILES) spectra, ELODIE spectra and the spectra of member stars of galactic globular clusters, we conclude that GPR can derive stellar parameters accurately and precisely, especially when we use data preprocessed with principal component analysis (PCA). We then compare the performance of GPR with that of several widely used regression methods (ANNs, support-vector regression and KR) and find that with GPR it is easier to optimize structures and parameters and more efficient and accurate to extract atmospheric parameters.",31,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stu2063,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.4042,0.3937,0.0763,0.2985,high,0.3528,48,4
https://openalex.org/W4384201335,Machine learning in solar physics,A. Asensio Ramos; Mark C. M. Cheung; Iulia Chifu; R. Gafeira,2023,10.1007/s41116-023-00038-x,"Abstract The application of machine learning in solar physics has the potential to greatly enhance our understanding of the complex processes that take place in the atmosphere of the Sun. By using techniques such as deep learning, we are now in the position to analyze large amounts of data from solar observations and identify patterns and trends that may not have been apparent using traditional methods. This can help us improve our understanding of explosive events like solar flares, which can have a strong effect on the Earth environment. Predicting hazardous events on Earth becomes crucial for our technological society. Machine learning can also improve our understanding of the inner workings of the sun itself by allowing us to go deeper into the data and to propose more complex models to explain them. Additionally, the use of machine learning can help to automate the analysis of solar data, reducing the need for manual labor and increasing the efficiency of research in this field.",67,Living Reviews in Solar Physics,https://doi.org/10.1007/s41116-023-00038-x,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5246,0.1842,0.1043,0.1602,medium,0.3289,9,5
https://openalex.org/W2406349003,A survey of machine learning for big data processing,Junfei Qiu; Qihui Wu; Guoru Ding; Yuhua Xu; Shuo Feng,2016,10.1186/s13634-016-0355-x,"There is no doubt that big data are now rapidly expanding in all science and engineering domains. While the potential of these massive data is undoubtedly significant, fully making sense of them requires new ways of thinking and novel learning techniques to address the various challenges. In this paper, we present a literature survey of the latest advances in researches on machine learning for big data processing. First, we review the machine learning techniques and highlight some promising learning methods in recent studies, such as representation learning, deep learning, distributed and parallel learning, transfer learning, active learning, and kernel-based learning. Next, we focus on the analysis and discussions about the challenges and possible solutions of machine learning for big data. Following that, we investigate the close connections of machine learning with signal processing techniques for big data processing. Finally, we outline several open issues and research trends.",893,EURASIP Journal on Advances in Signal Processing,https://doi.org/10.1186/s13634-016-0355-x,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.477,0.1357,0.2293,0.1638,medium,0.3079,21,6
https://openalex.org/W2920947047,The Challenge of Machine Learning in Space Weather: Nowcasting and Forecasting,Enrico Camporeale,2019,10.1029/2018sw002061,"Abstract The numerous recent breakthroughs in machine learning make imperative to carefully ponder how the scientific community can benefit from a technology that, although not necessarily new, is today living its golden age. This Grand Challenge review paper is focused on the present and future role of machine learning in Space Weather. The purpose is twofold. On one hand, we will discuss previous works that use machine learning for Space Weather forecasting, focusing in particular on the few areas that have seen most activity: the forecasting of geomagnetic indices, of relativistic electrons at geosynchronous orbits, of solar flares occurrence, of coronal mass ejection propagation time, and of solar wind speed. On the other hand, this paper serves as a gentle introduction to the field of machine learning tailored to the Space Weather community and as a pointer to a number of open challenges that we believe the community should undertake in the next decade. The recurring themes throughout the review are the need to shift our forecasting paradigm to a probabilistic approach focused on the reliable assessment of uncertainties, and the combination of physics‐based and machine learning approaches, known as gray box.",401,Space Weather,https://doi.org/10.1029/2018sw002061,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5083,0.1141,0.1312,0.1192,medium,0.307,13,7
https://openalex.org/W4372215216,Machine learning for observational cosmology,Kana Moriwaki; Takahiro Nishimichi; Naoki Yoshida,2023,10.1088/1361-6633/acd2ea,"An array of large observational programs using ground-based and space-borne telescopes is planned in the next decade. The forthcoming wide-field sky surveys are expected to deliver a sheer volume of data exceeding an exabyte. Processing the large amount of multiplex astronomical data is technically challenging, and fully automated technologies based on machine learning (ML) and artificial intelligence are urgently needed. Maximizing scientific returns from the big data requires community-wide efforts. We summarize recent progress in ML applications in observational cosmology. We also address crucial issues in high-performance computing that are needed for the data processing and statistical analysis.",34,Reports on Progress in Physics,https://doi.org/10.1088/1361-6633/acd2ea,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5008,0.1761,0.0416,0.1357,medium,0.3033,15,8
https://openalex.org/W4353102922,Estimating stellar parameters from LAMOST low-resolution spectra,Xiangru Li; Bo-Yu Lin,2023,10.1093/mnras/stad831,"ABSTRACT The Large Sky Area Multi-Object Fiber Spectroscopic Telescope (LAMOST) has acquired tens of millions of low-resolution spectra of stars. This paper investigates the parameter estimation problem for these spectra. To this end, we propose the deep learning model StarGRU network (StarGRUNet). This network is applied to estimate the stellar atmospheric physical parameters and 13 elemental abundances from LAMOST low-resolution spectra. On the spectra with signal-to-noise ratios greater than or equal to 5, the estimation precisions are 94 K and 0.16 dex on $T_\texttt {eff}$ and log g respectively, 0.07 to 0.10 dex on [C/H], [Mg/H], [Al/H], [Si/H], [Ca/H], [Ni/H] and [Fe/H], 0.10 to 0.16 dex on [O/H], [S/H], [K/H], [Ti/H] and [Mn/H], and 0.18 and 0.22 dex on [N/H] and [Cr/H]. The model shows advantages over other available models and high consistency with high-resolution surveys. We released the estimated catalogue computed from about 8.21 million low-resolution spectra in LAMOST DR8, code, trained model, and experimental data for astronomical science exploration and data processing algorithm research.",21,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stad831,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5441,0.1697,0.1315,0.1582,medium,0.3012,5,9
https://openalex.org/W4363678967,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,Khandaker Mohammad Mohi Uddin; Mir Jafikul Alam; Jannat-E-Anawar; Md. Ashraf Uddin; Sunil Aryal,2023,10.1007/s44174-023-00078-9,nan,91,Biomedical Materials & Devices,https://doi.org/10.1007/s44174-023-00078-9,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.4954,0.0941,0.0,0.0659,medium,0.2984,16,10
https://openalex.org/W4319592221,Deducing neutron star equation of state parameters directly from telescope spectra with uncertainty-aware machine learning,Delaney Farrell; Pierre Baldi; Jordan Ott; A. Ghosh; Andrew W. Steiner; Atharva Kavitkar; Lee Lindblom; D. Whiteson; Fridolin Weber,2023,10.1088/1475-7516/2023/02/016,"Abstract Neutron stars provide a unique laboratory for studying matter at extreme pressures and densities. While there is no direct way to explore their interior structure, X-rays emitted from these stars can indirectly provide clues to the equation of state (EOS) of the superdense nuclear matter through the inference of the star's mass and radius. However, inference of EOS directly from a star's X-ray spectra is extremely challenging and is complicated by systematic uncertainties. The current state of the art is to use simulation-based likelihoods in a piece-wise method which relies on certain theoretical assumptions and simplifications about the uncertainties. It first infers the star's mass and radius to reduce the dimensionality of the problem, and from those quantities infer the EOS. We demonstrate a series of enhancements to the state of the art, in terms of realistic uncertainty quantification and a path towards circumventing the need for theoretical assumptions to infer physical properties with machine learning. We also demonstrate novel inference of the EOS directly from the high-dimensional spectra of observed stars, avoiding the intermediate mass-radius step. Our network is conditioned on the sources of uncertainty of each star, allowing for natural and complete propagation of uncertainties to the EOS.",26,Journal of Cosmology and Astroparticle Physics,https://doi.org/10.1088/1475-7516/2023/02/016,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5582,0.173,0.04,0.1331,medium,0.296,3,11
https://openalex.org/W3155899199,Machine Learning Based Automatic Modulation Recognition for Wireless Communications: A Comprehensive Survey,Bachir Jdid; Kaïs Hassan; Iyad Dayoub; Wei Hong Lim; Mastaneh Mokayef,2021,10.1109/access.2021.3071801,"The rapid development of information and wireless communication technologies together with the large increase in the number of end-users have made the radio spectrum more crowded than ever. Besides, providing a stable and reliable service is challenging, as electromagnetic environments are evolving and becoming more sophisticated. Accordingly, there is an urgent need for more reliable and intelligent communication systems that can improve the spectrum efficiency and the quality of service to provide agile management of network resources, so as to better meet the needs of future wireless users. Specifically, Automatic Modulation Recognition (AMR) plays an essential role in most intelligent communication systems especially with the emergence of Software Defined Radio (SDR). AMR is an indispensable task while performing spectrum sensing in Cognitive Radio (CR). Thanks to the significant advancements in Deep Learning (DL) applications, new and powerful tools have been provided which can tackle problems in this space. Thus, today, integrating DL models into AMR has gained the attention of many researchers. This work aims to provide a comprehensive state-of-the-art review of the most recent Machine Learning (ML) based AMR methods for Single-Input Single-Output (SISO) and Multiple-Input Multiple-Output (MIMO) systems. Furthermore, the architecture of each model will be identified along with a detailed comparison in terms of specifications and performance. Finally, an outline of the open problems, challenges, and potential research directions is provided along with discussion and conclusion.",174,IEEE Access,https://doi.org/10.1109/access.2021.3071801,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5185,0.0989,0.0318,0.0788,medium,0.295,11,12
https://openalex.org/W4306248068,"Machine learning in electron microscopy for advanced nanocharacterization: current developments, available tools and future outlook",Marc Botifoll; Ivan Pinto‐Huguet; Jordi Arbiol,2022,10.1039/d2nh00377e,", high-energy physics, astronomy, Earth sciences, and even robotics, videogames, or marketing and finances), in order to narrow down the incoming future of electron microscopy, its challenges and outlook.",124,Nanoscale Horizons,https://doi.org/10.1039/d2nh00377e,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.4864,0.0868,0.0,0.0608,medium,0.2917,18,13
https://openalex.org/W4388221752,Machine Learning Model for Leak Detection Using Water Pipeline Vibration Sensor,Suan Lee; B. Kim,2023,10.3390/s23218935,"Water leakage from aging water and wastewater pipes is a persistent problem, necessitating the improvement of existing leak detection and response methods. In this study, we conducted an analysis of essential features based on data collected from leak detection sensors installed at water meter boxes and water outlets of pipelines. The water pipeline data collected through the vibration sensor were preprocessed by converting it into a tabular form by frequency band and applied to various machine learning models. The characteristics of each model were analyzed, and XGBoost was selected as the most suitable leak detection model with a high accuracy of 99.79%. These systems can effectively reduce leak detection and response time, minimize water waste, and minimize economic losses. Additionally, this technology can be applied to various fields that utilize water pipes, making it widely applicable.",54,Sensors,https://doi.org/10.3390/s23218935,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.517,0.1017,0.0257,0.0789,medium,0.2913,12,14
https://openalex.org/W4389613706,Deducing neutron star equation of state from telescope spectra with machine-learning-derived likelihoods,Delaney Farrell; Pierre Baldi; Jordan Ott; A. Ghosh; Andrew W. Steiner; Atharva Kavitkar; Lee Lindblom; D. Whiteson; Fridolin Weber,2023,10.1088/1475-7516/2023/12/022,"Abstract The interiors of neutron stars reach densities and temperatures beyond the limits of terrestrial experiments, providing vital laboratories for probing nuclear physics. While the star's interior is not directly observable, its pressure and density determine the star's macroscopic structure which affects the spectra observed in telescopes. The relationship between the observations and the internal state is complex and partially intractable, presenting difficulties for inference. Previous work has focused on the regression from stellar spectra of parameters describing the internal state. We demonstrate a calculation of the full likelihood of the internal state parameters given observations, accomplished by replacing intractable elements with machine learning models trained on samples of simulated stars. Our machine-learning-derived likelihood allows us to perform maximum a posteriori estimation of the parameters of interest, as well as full scans. We demonstrate the technique by inferring stellar mass and radius from an individual stellar spectrum, as well as equation of state parameters from a set of spectra. Our results are more precise than pure regression models, reducing the width of the parameter residuals by 11.8% in the most realistic scenario. The neural networks will be released as a tool for fast simulation of neutron star properties and observed spectra.",8,Journal of Cosmology and Astroparticle Physics,https://doi.org/10.1088/1475-7516/2023/12/022,machine learning stellar parameter estimation spectra,2026-07-27T12:27:51Z,20260731_163351611581_offline_machine-learning-stellar-parameter-estimation-sp_n60_21a53a,0.5788,0.1868,0.1618,0.1793,medium,0.2882,2,15
